Sexo;Comunidades autónomas;Medidas y percentiles;Periodo;Total
Ambos sexos;Canarias;Media;2017;20.185,33
Ambos sexos;Canarias;Media;2016;19.749,03
Ambos sexos;Canarias;Media;2015;19.856,61
Ambos sexos;Canarias;Media;2014;19.436,48
Ambos sexos;Canarias;Media;2013;19.167,93
Ambos sexos;Canarias;Media;2012;19.277,62
Ambos sexos;Canarias;Media;2011;19.516,96
Ambos sexos;Canarias;Media;2010;19.315,56
Ambos sexos;Canarias;Media;2009;18.926,36
Ambos sexos;Canarias;Media;2008;18.466,99
Ambos sexos;Canarias;Percentil 10;2022;11.092
Ambos sexos;Canarias;Percentil 10;2021;9.437,8
Ambos sexos;Canarias;Percentil 10;2020;8.850,18
Ambos sexos;Canarias;Percentil 10;2019;8.793,55
Ambos sexos;Canarias;Percentil 10;2018;8.806,74
Ambos sexos;Canarias;Percentil 10;2017;8.504,67
Ambos sexos;Canarias;Percentil 10;2016;7.840,41
Ambos sexos;Canarias;Percentil 10;2015;7.283,78
Ambos sexos;Canarias;Percentil 10;2014;7.381,98
Ambos sexos;Canarias;Percentil 10;2013;6.623,23
Ambos sexos;Canarias;Percentil 10;2012;6.772,32
Ambos sexos;Canarias;Percentil 10;2011;7.529,64
Ambos sexos;Canarias;Percentil 10;2010;7.913,84
Ambos sexos;Canarias;Percentil 10;2009;8.186,66
Ambos sexos;Canarias;Percentil 10;2008;8.591,6
Ambos sexos;Canarias;Cuartil inferior;2022;14.964,49
Ambos sexos;Canarias;Cuartil inferior;2021;13.717,53
Ambos sexos;Canarias;Cuartil inferior;2020;13.299,96
Ambos sexos;Canarias;Cuartil inferior;2019;12.845,75
Ambos sexos;Canarias;Cuartil inferior;2018;12.896,45
Ambos sexos;Canarias;Cuartil inferior;2017;12.491,9
Ambos sexos;Canarias;Cuartil inferior;2016;11.892,67
Ambos sexos;Canarias;Cuartil inferior;2015;11.609,2
Ambos sexos;Canarias;Cuartil inferior;2014;11.550,49
Ambos sexos;Canarias;Cuartil inferior;2013;11.127,36
Ambos sexos;Canarias;Cuartil inferior;2012;11.137,92
Ambos sexos;Canarias;Cuartil inferior;2011;11.577,26
Ambos sexos;Canarias;Cuartil inferior;2010;11.643,18
Ambos sexos;Canarias;Cuartil inferior;2009;12.144,18
Ambos sexos;Canarias;Cuartil inferior;2008;12.028,43
Ambos sexos;Canarias;Mediana;2022;19.214,15
Ambos sexos;Canarias;Mediana;2021;18.179,7
Ambos sexos;Canarias;Mediana;2020;17.702,02
Ambos sexos;Canarias;Mediana;2019;17.379,17
Ambos sexos;Canarias;Mediana;2018;17.413,53
Ambos sexos;Canarias;Mediana;2017;17.223,25
Ambos sexos;Canarias;Mediana;2016;16.833,69
Ambos sexos;Canarias;Mediana;2015;17.025,12
Ambos sexos;Canarias;Mediana;2014;16.509,48
Ambos sexos;Canarias;Mediana;2013;16.405,41
Ambos sexos;Canarias;Mediana;2012;16.584,6
Ambos sexos;Canarias;Mediana;2011;16.487,68
Ambos sexos;Canarias;Mediana;2010;15.897,41
Ambos sexos;Canarias;Mediana;2009;16.229,38
Ambos sexos;Canarias;Mediana;2008;15.725,28
Ambos sexos;Canarias;Cuartil superior;2022;26.492,72
Ambos sexos;Canarias;Cuartil superior;2021;26.416,09
Ambos sexos;Canarias;Cuartil superior;2020;25.686,89
Ambos sexos;Canarias;Cuartil superior;2019;24.675,56
Ambos sexos;Canarias;Cuartil superior;2018;24.342,15
Ambos sexos;Canarias;Cuartil superior;2017;24.044,2
Ambos sexos;Canarias;Cuartil superior;2016;23.721,56
Ambos sexos;Canarias;Cuartil superior;2015;24.326,91
Ambos sexos;Canarias;Cuartil superior;2014;23.315,06
Ambos sexos;Canarias;Cuartil superior;2013;23.306,4
Ambos sexos;Canarias;Cuartil superior;2012;23.365,74
Ambos sexos;Canarias;Cuartil superior;2011;23.691,54
Ambos sexos;Canarias;Cuartil superior;2010;23.592,06
Ambos sexos;Canarias;Cuartil superior;2009;22.715,64
Ambos sexos;Canarias;Cuartil superior;2008;21.693,6
Ambos sexos;Canarias;Percentil 90;2022;40.680,97
Ambos sexos;Canarias;Percentil 90;2021;41.885,36
Ambos sexos;Canarias;Percentil 90;2020;39.554,65
Ambos sexos;Canarias;Percentil 90;2019;37.890,54
Ambos sexos;Canarias;Percentil 90;2018;36.394,85
Ambos sexos;Canarias;Percentil 90;2017;36.164,07
Ambos sexos;Canarias;Percentil 90;2016;35.740,4
Ambos sexos;Canarias;Percentil 90;2015;36.148,33
Ambos sexos;Canarias;Percentil 90;2014;34.565,14
Ambos sexos;Canarias;Percentil 90;2013;35.000,88
Ambos sexos;Canarias;Percentil 90;2012;34.458,15
Ambos sexos;Canarias;Percentil 90;2011;34.847,21
Ambos sexos;Canarias;Percentil 90;2010;35.000,04
Ambos sexos;Canarias;Percentil 90;2009;33.618,92
Ambos sexos;Canarias;Percentil 90;2008;32.004,86
Ambos sexos;Cantabria;Media;2022;25.291,14
Ambos sexos;Cantabria;Media;2021;24.470,7
Ambos sexos;Cantabria;Media;2020;23.495,12
Ambos sexos;Cantabria;Media;2019;23.347,52
Ambos sexos;Cantabria;Media;2018;22.554,83
Ambos sexos;Cantabria;Media;2017;22.390,4
Ambos sexos;Cantabria;Media;2016;22.063,02
Ambos sexos;Cantabria;Media;2015;21.856,81
Ambos sexos;Cantabria;Media;2014;21.199,83
Ambos sexos;Cantabria;Media;2013;20.052,12
Ambos sexos;Cantabria;Media;2012;20.191,51
Ambos sexos;Cantabria;Media;2011;20.931,68
Ambos sexos;Cantabria;Media;2010;21.156,79
Ambos sexos;Cantabria;Media;2009;20.869,86
Ambos sexos;Cantabria;Media;2008;20.377,68
Ambos sexos;Cantabria;Percentil 10;2022;10.191,96
Ambos sexos;Cantabria;Percentil 10;2021;10.041,26
Ambos sexos;Cantabria;Percentil 10;2020;9.941,13
Ambos sexos;Cantabria;Percentil 10;2019;9.362,49
Ambos sexos;Cantabria;Percentil 10;2018;8.914,92
Ambos sexos;Cantabria;Percentil 10;2017;8.844,61
Ambos sexos;Cantabria;Percentil 10;2016;8.480,47
Ambos sexos;Cantabria;Percentil 10;2015;8.085,88
Ambos sexos;Cantabria;Percentil 10;2014;7.134,6
Ambos sexos;Cantabria;Percentil 10;2013;7.566,98
Ambos sexos;Cantabria;Percentil 10;2012;7.518,84
Ambos sexos;Cantabria;Percentil 10;2011;8.082,61
Ambos sexos;Cantabria;Percentil 10;2010;8.248,8
Ambos sexos;Cantabria;Percentil 10;2009;8.209,95
Ambos sexos;Cantabria;Percentil 10;2008;8.763,7
Ambos sexos;Cantabria;Cuartil inferior;2022;15.752,1
Ambos sexos;Cantabria;Cuartil inferior;2021;15.089,14
Ambos sexos;Cantabria;Cuartil inferior;2020;14.271,68
Ambos sexos;Cantabria;Cuartil inferior;2019;14.433,6
Ambos sexos;Cantabria;Cuartil inferior;2018;14.122,67
Ambos sexos;Cantabria;Cuartil inferior;2017;13.534,85
Ambos sexos;Cantabria;Cuartil inferior;2016;12.939,01
Ambos sexos;Cantabria;Cuartil inferior;2015;13.443,74
Ambos sexos;Cantabria;Cuartil inferior;2014;12.659,03
Ambos sexos;Cantabria;Cuartil inferior;2013;12.336,9
Ambos sexos;Cantabria;Cuartil inferior;2012;12.534,9
Ambos sexos;Cantabria;Cuartil inferior;2011;13.222,5
Ambos sexos;Cantabria;Cuartil inferior;2010;13.160,89
Ambos sexos;Cantabria;Cuartil inferior;2009;12.899,82
Ambos sexos;Cantabria;Cuartil inferior;2008;13.201,31
Ambos sexos;Cantabria;Mediana;2022;21.645,24
Ambos sexos;Cantabria;Mediana;2021;20.871,86
Ambos sexos;Cantabria;Mediana;2020;20.086,04
Ambos sexos;Cantabria;Mediana;2019;20.114,15
Ambos sexos;Cantabria;Mediana;2018;18.910,81
Ambos sexos;Cantabria;Mediana;2017;19.092,46
Ambos sexos;Cantabria;Mediana;2016;18.590,39
Ambos sexos;Cantabria;Mediana;2015;18.861,3
Ambos sexos;Cantabria;Mediana;2014;18.514,74
Ambos sexos;Cantabria;Mediana;2013;17.632,21
Ambos sexos;Cantabria;Mediana;2012;17.284,05
Ambos sexos;Cantabria;Mediana;2011;18.023,05
Ambos sexos;Cantabria;Mediana;2010;18.071,76
Ambos sexos;Cantabria;Mediana;2009;18.002,19
Ambos sexos;Cantabria;Mediana;2008;17.624,84
Ambos sexos;Cantabria;Cuartil superior;2022;31.528,04
Ambos sexos;Cantabria;Cuartil superior;2021;31.088,48
Ambos sexos;Cantabria;Cuartil superior;2020;29.710,66
Ambos sexos;Cantabria;Cuartil superior;2019;30.069,64
Ambos sexos;Cantabria;Cuartil superior;2018;28.217,01
Ambos sexos;Cantabria;Cuartil superior;2017;27.968,43
Ambos sexos;Cantabria;Cuartil superior;2016;27.411,34
Ambos sexos;Cantabria;Cuartil superior;2015;27.526,75
Ambos sexos;Cantabria;Cuartil superior;2014;26.671,48
Ambos sexos;Cantabria;Cuartil superior;2013;25.304,87
Ambos sexos;Cantabria;Cuartil superior;2012;24.543,38
Ambos sexos;Cantabria;Cuartil superior;2011;26.002,96
Ambos sexos;Cantabria;Cuartil superior;2010;26.335,73
Ambos sexos;Cantabria;Cuartil superior;2009;26.163,6
Ambos sexos;Cantabria;Cuartil superior;2008;25.032,66
Ambos sexos;Cantabria;Percentil 90;2022;44.390
Ambos sexos;Cantabria;Percentil 90;2021;43.314,61
Ambos sexos;Cantabria;Percentil 90;2020;41.819,48
Ambos sexos;Cantabria;Percentil 90;2019;41.000
Ambos sexos;Cantabria;Percentil 90;2018;39.345,71
Ambos sexos;Cantabria;Percentil 90;2017;40.839
Ambos sexos;Cantabria;Percentil 90;2016;39.657,6
Ambos sexos;Cantabria;Percentil 90;2015;38.476,91
Ambos sexos;Cantabria;Percentil 90;2014;38.592,37
Ambos sexos;Cantabria;Percentil 90;2013;35.467,68
Ambos sexos;Cantabria;Percentil 90;2012;36.539,97
Ambos sexos;Cantabria;Percentil 90;2011;36.713,48
Ambos sexos;Cantabria;Percentil 90;2010;37.152,52
Ambos sexos;Cantabria;Percentil 90;2009;37.183,58
Ambos sexos;Cantabria;Percentil 90;2008;35.322,22
Ambos sexos;Castilla y León;Media;2022;24.186,89
Ambos sexos;Castilla y León;Media;2021;23.564,33
Ambos sexos;Castilla y León;Media;2020;22.948,76
Ambos sexos;Castilla y León;Media;2019;22.061,44
Ambos sexos;Castilla y León;Media;2018;22.034,53
Ambos sexos;Castilla y León;Media;2017;21.846,88
Ambos sexos;Castilla y León;Media;2016;21.551,57
Ambos sexos;Castilla y León;Media;2015;21.296,1
Ambos sexos;Castilla y León;Media;2014;20.524,83
Ambos sexos;Castilla y León;Media;2013;20.440,56
Ambos sexos;Castilla y León;Media;2012;20.569,14
Ambos sexos;Castilla y León;Media;2011;21.029,37
Ambos sexos;Castilla y León;Media;2010;20.960,87
Ambos sexos;Castilla y León;Media;2009;21.037,13
Ambos sexos;Castilla y León;Media;2008;20.218,21
Ambos sexos;Castilla y León;Percentil 10;2022;9.172,42
Ambos sexos;Castilla y León;Percentil 10;2021;9.144,4
Ambos sexos;Castilla y León;Percentil 10;2020;8.498,47
Ambos sexos;Castilla y León;Percentil 10;2019;8.772,96
Ambos sexos;Castilla y León;Percentil 10;2018;8.012,56
Ambos sexos;Castilla y León;Percentil 10;2017;8.450,96
Ambos sexos;Castilla y León;Percentil 10;2016;8.070,71
Ambos sexos;Castilla y León;Percentil 10;2015;7.992,37
Ambos sexos;Castilla y León;Percentil 10;2014;7.293,62
Ambos sexos;Castilla y León;Percentil 10;2013;6.898,27
Ambos sexos;Castilla y León;Percentil 10;2012;6.960,99
Ambos sexos;Castilla y León;Percentil 10;2011;7.779,75
Ambos sexos;Castilla y León;Percentil 10;2010;7.430,51
Ambos sexos;Castilla y León;Percentil 10;2009;8.736
Ambos sexos;Castilla y León;Percentil 10;2008;8.878,06
Ambos sexos;Castilla y León;Cuartil inferior;2022;15.026,55
Ambos sexos;Castilla y León;Cuartil inferior;2021;14.778,12
Ambos sexos;Castilla y León;Cuartil inferior;2020;14.257,96
Ambos sexos;Castilla y León;Cuartil inferior;2019;13.706,79
Ambos sexos;Castilla y León;Cuartil inferior;2018;13.819,11
Ambos sexos;Castilla y León;Cuartil inferior;2017;13.426,68
Ambos sexos;Castilla y León;Cuartil inferior;2016;13.301,51
Ambos sexos;Castilla y León;Cuartil inferior;2015;13.117,8
Ambos sexos;Castilla y León;Cuartil inferior;2014;12.826,83
Ambos sexos;Castilla y León;Cuartil inferior;2013;12.370,71
Ambos sexos;Castilla y León;Cuartil inferior;2012;12.679,08
Ambos sexos;Castilla y León;Cuartil inferior;2011;13.282,54
Ambos sexos;Castilla y León;Cuartil inferior;2010;12.848,71
Ambos sexos;Castilla y León;Cuartil inferior;2009;13.087,83
Ambos sexos;Castilla y León;Cuartil inferior;2008;12.828,48
Ambos sexos;Castilla y León;Mediana;2022;20.677,5
Ambos sexos;Castilla y León;Mediana;2021;20.343,86
Ambos sexos;Castilla y León;Mediana;2020;19.713,12
Ambos sexos;Castilla y León;Mediana;2019;19.152,61
Ambos sexos;Castilla y León;Mediana;2018;19.057,88
Ambos sexos;Castilla y León;Mediana;2017;18.672,47
Ambos sexos;Castilla y León;Mediana;2016;18.594,84
Ambos sexos;Castilla y León;Mediana;2015;18.381,52
Ambos sexos;Castilla y León;Mediana;2014;17.687,69
Ambos sexos;Castilla y León;Mediana;2013;17.557,96
Ambos sexos;Castilla y León;Mediana;2012;17.465,56
Ambos sexos;Castilla y León;Mediana;2011;17.971,26
Ambos sexos;Castilla y León;Mediana;2010;17.669,77
Ambos sexos;Castilla y León;Mediana;2009;17.577,2
Ambos sexos;Castilla y León;Mediana;2008;17.246,99
Ambos sexos;Castilla y León;Cuartil superior;2022;29.965,84
Ambos sexos;Castilla y León;Cuartil superior;2021;29.127,02
Ambos sexos;Castilla y León;Cuartil superior;2020;28.384,99
Ambos sexos;Castilla y León;Cuartil superior;2019;27.449,1
Ambos sexos;Castilla y León;Cuartil superior;2018;27.778,09
Ambos sexos;Castilla y León;Cuartil superior;2017;27.329,11
Ambos sexos;Castilla y León;Cuartil superior;2016;26.885,14
Ambos sexos;Castilla y León;Cuartil superior;2015;26.642,59
Ambos sexos;Castilla y León;Cuartil superior;2014;25.454,21
Ambos sexos;Castilla y León;Cuartil superior;2013;25.707,27
Ambos sexos;Castilla y León;Cuartil superior;2012;25.576,57
Ambos sexos;Castilla y León;Cuartil superior;2011;26.353,94
Ambos sexos;Castilla y León;Cuartil superior;2010;25.971,3
Ambos sexos;Castilla y León;Cuartil superior;2009;25.778,46
Ambos sexos;Castilla y León;Cuartil superior;2008;24.759,69
Ambos sexos;Castilla y León;Percentil 90;2022;42.557,4
Ambos sexos;Castilla y León;Percentil 90;2021;41.090,62
Ambos sexos;Castilla y León;Percentil 90;2020;40.490,08
Ambos sexos;Castilla y León;Percentil 90;2019;38.081,3
Ambos sexos;Castilla y León;Percentil 90;2018;38.581,85
Ambos sexos;Castilla y León;Percentil 90;2017;38.408,41
Ambos sexos;Castilla y León;Percentil 90;2016;38.498,41
Ambos sexos;Castilla y León;Percentil 90;2015;37.758,8
Ambos sexos;Castilla y León;Percentil 90;2014;36.260,53
Ambos sexos;Castilla y León;Percentil 90;2013;36.672,65
Ambos sexos;Castilla y León;Percentil 90;2012;36.245,68
Ambos sexos;Castilla y León;Percentil 90;2011;36.889,73
Ambos sexos;Castilla y León;Percentil 90;2010;37.418,49
Ambos sexos;Castilla y León;Percentil 90;2009;37.155,42
Ambos sexos;Castilla y León;Percentil 90;2008;34.896,49
Ambos sexos;Castilla - La Mancha;Media;2022;23.751,71
Ambos sexos;Castilla - La Mancha;Media;2021;23.234,55
Ambos sexos;Castilla - La Mancha;Media;2020;22.575,01
Ambos sexos;Castilla - La Mancha;Media;2019;21.908,92
Ambos sexos;Castilla - La Mancha;Media;2018;21.756,38
Ambos sexos;Castilla - La Mancha;Media;2017;21.033,32
Ambos sexos;Castilla - La Mancha;Media;2016;20.825,87
Ambos sexos;Castilla - La Mancha;Media;2015;20.670,55
Ambos sexos;Castilla - La Mancha;Media;2014;20.644,88
Ambos sexos;Castilla - La Mancha;Media;2013;20.630,07
Ambos sexos;Castilla - La Mancha;Media;2012;20.536,42
Ambos sexos;Castilla - La Mancha;Media;2011;20.664,9
Ambos sexos;Castilla - La Mancha;Media;2010;20.363,01
Ambos sexos;Castilla - La Mancha;Media;2009;20.228,79
Ambos sexos;Castilla - La Mancha;Media;2008;19.736,37
Ambos sexos;Castilla - La Mancha;Percentil 10;2022;9.513,04
Ambos sexos;Castilla - La Mancha;Percentil 10;2021;10.196,09
Ambos sexos;Castilla - La Mancha;Percentil 10;2020;9.809,47
Ambos sexos;Castilla - La Mancha;Percentil 10;2019;8.380,32
Ambos sexos;Castilla - La Mancha;Percentil 10;2018;8.334,07
Ambos sexos;Castilla - La Mancha;Percentil 10;2017;7.860,36
Ambos sexos;Castilla - La Mancha;Percentil 10;2016;7.404
Ambos sexos;Castilla - La Mancha;Percentil 10;2015;7.292,25
Ambos sexos;Castilla - La Mancha;Percentil 10;2014;7.571,41
Ambos sexos;Castilla - La Mancha;Percentil 10;2013;7.545,12
Ambos sexos;Castilla - La Mancha;Percentil 10;2012;7.678,67
Ambos sexos;Castilla - La Mancha;Percentil 10;2011;8.133,07
Ambos sexos;Castilla - La Mancha;Percentil 10;2010;8.409,04
Ambos sexos;Castilla - La Mancha;Percentil 10;2009;8.084,76
Ambos sexos;Castilla - La Mancha;Percentil 10;2008;8.807,16
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2022;15.422,47
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2021;15.102,21
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2020;14.374,76
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2019;14.268,7
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2018;13.851,37
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2017;12.959,57
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2016;12.954,4
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2015;12.932,13
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2014;13.230,07
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2013;12.921,49
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2012;12.975,76
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2011;13.503,19
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2010;13.350,05
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2009;13.267,84
Ambos sexos;Castilla - La Mancha;Cuartil inferior;2008;12.816,57
Ambos sexos;Castilla - La Mancha;Mediana;2022;20.477,58
Ambos sexos;Castilla - La Mancha;Mediana;2021;19.671,51
Ambos sexos;Castilla - La Mancha;Mediana;2020;18.995
Ambos sexos;Castilla - La Mancha;Mediana;2019;18.618,9
Ambos sexos;Castilla - La Mancha;Mediana;2018;18.533,67
Ambos sexos;Castilla - La Mancha;Mediana;2017;17.735,19
Ambos sexos;Castilla - La Mancha;Mediana;2016;17.874,62
Ambos sexos;Castilla - La Mancha;Mediana;2015;17.741,88
Ambos sexos;Castilla - La Mancha;Mediana;2014;17.912,98
Ambos sexos;Castilla - La Mancha;Mediana;2013;17.443,75
Ambos sexos;Castilla - La Mancha;Mediana;2012;17.300,72
Ambos sexos;Castilla - La Mancha;Mediana;2011;17.850,54
Ambos sexos;Castilla - La Mancha;Mediana;2010;17.378,84
Ambos sexos;Castilla - La Mancha;Mediana;2009;17.069,99
Ambos sexos;Castilla - La Mancha;Mediana;2008;16.581,33
Ambos sexos;Castilla - La Mancha;Cuartil superior;2022;28.409,14
Ambos sexos;Castilla - La Mancha;Cuartil superior;2021;27.554,96
Ambos sexos;Castilla - La Mancha;Cuartil superior;2020;26.997,12
Ambos sexos;Castilla - La Mancha;Cuartil superior;2019;26.135,07
Ambos sexos;Castilla - La Mancha;Cuartil superior;2018;25.999,92
Ambos sexos;Castilla - La Mancha;Cuartil superior;2017;25.187,76
Ambos sexos;Castilla - La Mancha;Cuartil superior;2016;25.396,88
Ambos sexos;Castilla - La Mancha;Cuartil superior;2015;25.340,2
Ambos sexos;Castilla - La Mancha;Cuartil superior;2014;25.434,91
Ambos sexos;Castilla - La Mancha;Cuartil superior;2013;24.539,28
Ambos sexos;Castilla - La Mancha;Cuartil superior;2012;24.335,34
Ambos sexos;Castilla - La Mancha;Cuartil superior;2011;25.021,38
Ambos sexos;Castilla - La Mancha;Cuartil superior;2010;24.213,82
Ambos sexos;Castilla - La Mancha;Cuartil superior;2009;23.687,01
Ambos sexos;Castilla - La Mancha;Cuartil superior;2008;23.272,64
Ambos sexos;Castilla - La Mancha;Percentil 90;2022;41.187,76
Ambos sexos;Castilla - La Mancha;Percentil 90;2021;39.985,7
Ambos sexos;Castilla - La Mancha;Percentil 90;2020;39.872,22
Ambos sexos;Castilla - La Mancha;Percentil 90;2019;38.397,28
Ambos sexos;Castilla - La Mancha;Percentil 90;2018;37.973,63
Ambos sexos;Castilla - La Mancha;Percentil 90;2017;38.095,73
Ambos sexos;Castilla - La Mancha;Percentil 90;2016;37.189,89
Ambos sexos;Castilla - La Mancha;Percentil 90;2015;36.955,72
Ambos sexos;Castilla - La Mancha;Percentil 90;2014;35.805,3
Ambos sexos;Castilla - La Mancha;Percentil 90;2013;36.983,04
Ambos sexos;Castilla - La Mancha;Percentil 90;2012;36.343,49
Ambos sexos;Castilla - La Mancha;Percentil 90;2011;35.788,51
Ambos sexos;Castilla - La Mancha;Percentil 90;2010;35.032,02
Ambos sexos;Castilla - La Mancha;Percentil 90;2009;34.794,54
Ambos sexos;Castilla - La Mancha;Percentil 90;2008;34.120,72
Ambos sexos;Cataluña;Media;2022;28.774,55
Ambos sexos;Cataluña;Media;2021;28.145,02
Ambos sexos;Cataluña;Media;2020;27.100,11
Ambos sexos;Cataluña;Media;2019;25.968,2
Ambos sexos;Cataluña;Media;2018;25.552,84
Ambos sexos;Cataluña;Media;2017;25.180,45
Ambos sexos;Cataluña;Media;2016;24.454,64
Ambos sexos;Cataluña;Media;2015;24.321,57
Ambos sexos;Cataluña;Media;2014;23.927,17
Ambos sexos;Cataluña;Media;2013;24.253,73
Ambos sexos;Cataluña;Media;2012;24.436,39
Ambos sexos;Cataluña;Media;2011;24.499,32
Ambos sexos;Cataluña;Media;2010;24.449,19
Ambos sexos;Cataluña;Media;2009;23.851,31
Ambos sexos;Cataluña;Media;2008;23.375,54
Ambos sexos;Cataluña;Percentil 10;2022;10.988,1
Ambos sexos;Cataluña;Percentil 10;2021;10.898,33
Ambos sexos;Cataluña;Percentil 10;2020;10.566,45
Ambos sexos;Cataluña;Percentil 10;2019;9.541,39
Ambos sexos;Cataluña;Percentil 10;2018;8.991,48
Ambos sexos;Cataluña;Percentil 10;2017;9.176,86
Ambos sexos;Cataluña;Percentil 10;2016;8.470,49
Ambos sexos;Cataluña;Percentil 10;2015;8.246,79
Ambos sexos;Cataluña;Percentil 10;2014;7.841,98
Ambos sexos;Cataluña;Percentil 10;2013;8.068,64
Ambos sexos;Cataluña;Percentil 10;2012;8.684,82
Ambos sexos;Cataluña;Percentil 10;2011;8.870,68
Ambos sexos;Cataluña;Percentil 10;2010;9.237,79
Ambos sexos;Cataluña;Percentil 10;2009;9.246,15
Ambos sexos;Cataluña;Percentil 10;2008;9.221,03
Ambos sexos;Cataluña;Cuartil inferior;2022;16.887,95
Ambos sexos;Cataluña;Cuartil inferior;2021;16.355,41
Ambos sexos;Cataluña;Cuartil inferior;2020;15.944,35
Ambos sexos;Cataluña;Cuartil inferior;2019;15.374,55
Ambos sexos;Cataluña;Cuartil inferior;2018;15.043,66
